video_path,corruption_type
BaseballPitch/v_BaseballPitch_g18_c06.avi,shot
BaseballPitch/v_BaseballPitch_g18_c07.avi,gauss
BaseballPitch/v_BaseballPitch_g19_c01.avi,impulse
BaseballPitch/v_BaseballPitch_g19_c02.avi,defocus
BaseballPitch/v_BaseballPitch_g19_c03.avi,zoom
BaseballPitch/v_BaseballPitch_g19_c04.avi,pepper
BaseballPitch/v_BaseballPitch_g19_c05.avi,shot
BaseballPitch/v_BaseballPitch_g20_c01.avi,contrast
BaseballPitch/v_BaseballPitch_g20_c02.avi,h265_abr
BaseballPitch/v_BaseballPitch_g20_c03.avi,impulse
BaseballPitch/v_BaseballPitch_g20_c04.avi,shot
BaseballPitch/v_BaseballPitch_g21_c01.avi,rain
BaseballPitch/v_BaseballPitch_g21_c02.avi,motion
BaseballPitch/v_BaseballPitch_g21_c03.avi,defocus
BaseballPitch/v_BaseballPitch_g21_c04.avi,rain
BaseballPitch/v_BaseballPitch_g22_c01.avi,motion
BaseballPitch/v_BaseballPitch_g22_c02.avi,salt
BaseballPitch/v_BaseballPitch_g22_c03.avi,zoom
BaseballPitch/v_BaseballPitch_g22_c04.avi,salt
BaseballPitch/v_BaseballPitch_g22_c05.avi,shot
BaseballPitch/v_BaseballPitch_g22_c06.avi,h265_abr
BaseballPitch/v_BaseballPitch_g22_c07.avi,jpeg
BaseballPitch/v_BaseballPitch_g23_c01.avi,jpeg
BaseballPitch/v_BaseballPitch_g23_c02.avi,zoom
BaseballPitch/v_BaseballPitch_g23_c03.avi,h265_abr
BaseballPitch/v_BaseballPitch_g23_c04.avi,contrast
BaseballPitch/v_BaseballPitch_g23_c05.avi,defocus
BaseballPitch/v_BaseballPitch_g23_c06.avi,contrast
BaseballPitch/v_BaseballPitch_g23_c07.avi,defocus
BaseballPitch/v_BaseballPitch_g24_c01.avi,impulse
BaseballPitch/v_BaseballPitch_g24_c02.avi,shot
BaseballPitch/v_BaseballPitch_g24_c03.avi,salt
BaseballPitch/v_BaseballPitch_g24_c04.avi,jpeg
BaseballPitch/v_BaseballPitch_g24_c05.avi,motion
BaseballPitch/v_BaseballPitch_g24_c06.avi,pepper
BaseballPitch/v_BaseballPitch_g24_c07.avi,gauss
BaseballPitch/v_BaseballPitch_g25_c01.avi,pepper
BaseballPitch/v_BaseballPitch_g25_c02.avi,salt
BaseballPitch/v_BaseballPitch_g25_c03.avi,rain
BaseballPitch/v_BaseballPitch_g25_c04.avi,salt
BaseballPitch/v_BaseballPitch_g25_c05.avi,rain
BaseballPitch/v_BaseballPitch_g25_c06.avi,defocus
BaseballPitch/v_BaseballPitch_g25_c07.avi,contrast
Basketball/v_Basketball_g01_c01.avi,pepper
Basketball/v_Basketball_g01_c02.avi,defocus
Basketball/v_Basketball_g01_c03.avi,defocus
Basketball/v_Basketball_g01_c04.avi,contrast
Basketball/v_Basketball_g01_c05.avi,motion
Basketball/v_Basketball_g01_c06.avi,jpeg
Basketball/v_Basketball_g01_c07.avi,zoom
Basketball/v_Basketball_g02_c01.avi,jpeg
Basketball/v_Basketball_g02_c02.avi,gauss
Basketball/v_Basketball_g02_c03.avi,rain
Basketball/v_Basketball_g02_c04.avi,h265_abr
Basketball/v_Basketball_g02_c05.avi,pepper
Basketball/v_Basketball_g02_c06.avi,rain
Basketball/v_Basketball_g03_c01.avi,jpeg
Basketball/v_Basketball_g03_c02.avi,zoom
Basketball/v_Basketball_g03_c03.avi,rain
Basketball/v_Basketball_g03_c04.avi,impulse
Basketball/v_Basketball_g03_c05.avi,pepper
Basketball/v_Basketball_g03_c06.avi,zoom
Basketball/v_Basketball_g04_c01.avi,defocus
Basketball/v_Basketball_g04_c02.avi,salt
Basketball/v_Basketball_g04_c03.avi,motion
Basketball/v_Basketball_g04_c04.avi,gauss
Basketball/v_Basketball_g05_c01.avi,h265_abr
Basketball/v_Basketball_g05_c02.avi,h265_abr
Basketball/v_Basketball_g05_c03.avi,zoom
Basketball/v_Basketball_g05_c04.avi,jpeg
Basketball/v_Basketball_g06_c01.avi,salt
Basketball/v_Basketball_g06_c02.avi,jpeg
Basketball/v_Basketball_g06_c03.avi,pepper
Basketball/v_Basketball_g06_c04.avi,rain
Basketball/v_Basketball_g07_c01.avi,zoom
Basketball/v_Basketball_g07_c02.avi,rain
Basketball/v_Basketball_g07_c03.avi,jpeg
Basketball/v_Basketball_g07_c04.avi,contrast
Basketball/v_Basketball_g08_c01.avi,shot
Basketball/v_Basketball_g08_c02.avi,salt
Basketball/v_Basketball_g08_c03.avi,impulse
Basketball/v_Basketball_g08_c04.avi,salt
Basketball/v_Basketball_g09_c01.avi,jpeg
Basketball/v_Basketball_g09_c02.avi,jpeg
Basketball/v_Basketball_g09_c03.avi,gauss
Basketball/v_Basketball_g09_c04.avi,contrast
Basketball/v_Basketball_g09_c05.avi,impulse
Basketball/v_Basketball_g10_c01.avi,motion
Basketball/v_Basketball_g10_c02.avi,gauss
Basketball/v_Basketball_g10_c03.avi,pepper
Basketball/v_Basketball_g10_c04.avi,impulse
Basketball/v_Basketball_g10_c05.avi,zoom
Basketball/v_Basketball_g11_c01.avi,shot
Basketball/v_Basketball_g11_c02.avi,gauss
Basketball/v_Basketball_g11_c03.avi,shot
Basketball/v_Basketball_g11_c04.avi,contrast
Basketball/v_Basketball_g11_c05.avi,pepper
Basketball/v_Basketball_g12_c01.avi,pepper
Basketball/v_Basketball_g12_c02.avi,h265_abr
Basketball/v_Basketball_g12_c03.avi,motion
Basketball/v_Basketball_g12_c04.avi,pepper
Basketball/v_Basketball_g12_c05.avi,jpeg
Basketball/v_Basketball_g13_c01.avi,salt
Basketball/v_Basketball_g13_c02.avi,salt
Basketball/v_Basketball_g13_c03.avi,rain
Basketball/v_Basketball_g13_c04.avi,motion
Basketball/v_Basketball_g14_c01.avi,jpeg
Basketball/v_Basketball_g14_c02.avi,salt
Basketball/v_Basketball_g14_c03.avi,zoom
Basketball/v_Basketball_g14_c04.avi,jpeg
Basketball/v_Basketball_g14_c05.avi,contrast
Basketball/v_Basketball_g15_c01.avi,defocus
Basketball/v_Basketball_g15_c02.avi,shot
Basketball/v_Basketball_g15_c03.avi,jpeg
Basketball/v_Basketball_g15_c04.avi,h265_abr
Basketball/v_Basketball_g15_c05.avi,h265_abr
Basketball/v_Basketball_g15_c06.avi,shot
Basketball/v_Basketball_g15_c07.avi,h265_abr
Basketball/v_Basketball_g16_c01.avi,zoom
Basketball/v_Basketball_g16_c02.avi,defocus
Basketball/v_Basketball_g16_c03.avi,rain
Basketball/v_Basketball_g16_c04.avi,rain
Basketball/v_Basketball_g16_c05.avi,impulse
Basketball/v_Basketball_g16_c06.avi,motion
Basketball/v_Basketball_g17_c01.avi,jpeg
Basketball/v_Basketball_g17_c02.avi,motion
Basketball/v_Basketball_g17_c03.avi,pepper
Basketball/v_Basketball_g17_c04.avi,shot
Basketball/v_Basketball_g18_c01.avi,shot
Basketball/v_Basketball_g18_c02.avi,pepper
Basketball/v_Basketball_g18_c03.avi,impulse
Basketball/v_Basketball_g18_c04.avi,gauss
Basketball/v_Basketball_g18_c05.avi,contrast
Basketball/v_Basketball_g19_c01.avi,jpeg
Basketball/v_Basketball_g19_c02.avi,shot
Basketball/v_Basketball_g19_c03.avi,contrast
Basketball/v_Basketball_g19_c04.avi,shot
Basketball/v_Basketball_g19_c05.avi,gauss
Basketball/v_Basketball_g19_c06.avi,pepper
Basketball/v_Basketball_g19_c07.avi,h265_abr
Basketball/v_Basketball_g19_c08.avi,rain
Basketball/v_Basketball_g20_c01.avi,gauss
Basketball/v_Basketball_g20_c02.avi,shot
Basketball/v_Basketball_g20_c03.avi,pepper
Basketball/v_Basketball_g20_c04.avi,gauss
Basketball/v_Basketball_g20_c05.avi,impulse
Basketball/v_Basketball_g20_c06.avi,pepper
Basketball/v_Basketball_g20_c07.avi,jpeg
Basketball/v_Basketball_g21_c01.avi,shot
Basketball/v_Basketball_g21_c02.avi,zoom
Basketball/v_Basketball_g21_c03.avi,rain
Basketball/v_Basketball_g21_c04.avi,motion
Basketball/v_Basketball_g21_c05.avi,shot
Basketball/v_Basketball_g21_c06.avi,jpeg
Basketball/v_Basketball_g22_c01.avi,salt
Basketball/v_Basketball_g22_c02.avi,h265_abr
Basketball/v_Basketball_g22_c03.avi,contrast
Basketball/v_Basketball_g22_c04.avi,contrast
Basketball/v_Basketball_g22_c05.avi,motion
Basketball/v_Basketball_g22_c06.avi,shot
Basketball/v_Basketball_g22_c07.avi,motion
Basketball/v_Basketball_g22_c08.avi,defocus
Basketball/v_Basketball_g23_c01.avi,shot
Basketball/v_Basketball_g23_c02.avi,pepper
Basketball/v_Basketball_g23_c03.avi,pepper
Basketball/v_Basketball_g23_c04.avi,rain
Basketball/v_Basketball_g23_c05.avi,defocus
Basketball/v_Basketball_g23_c06.avi,impulse
Basketball/v_Basketball_g24_c01.avi,defocus
Basketball/v_Basketball_g24_c02.avi,defocus
Basketball/v_Basketball_g24_c03.avi,motion
Basketball/v_Basketball_g24_c04.avi,h265_abr
Basketball/v_Basketball_g25_c01.avi,gauss
Basketball/v_Basketball_g25_c02.avi,rain
Basketball/v_Basketball_g25_c03.avi,rain
Basketball/v_Basketball_g25_c04.avi,rain
Basketball/v_Basketball_g25_c05.avi,pepper
Basketball/v_Basketball_g25_c06.avi,gauss
Basketball/v_Basketball_g25_c07.avi,defocus
Basketball/v_Basketball_g25_c08.avi,h265_abr
BenchPress/v_BenchPress_g01_c01.avi,impulse
BenchPress/v_BenchPress_g01_c02.avi,pepper
BenchPress/v_BenchPress_g01_c03.avi,shot
BenchPress/v_BenchPress_g01_c04.avi,shot
BenchPress/v_BenchPress_g01_c05.avi,shot
BenchPress/v_BenchPress_g01_c06.avi,jpeg
BenchPress/v_BenchPress_g02_c01.avi,motion
BenchPress/v_BenchPress_g02_c02.avi,salt
BenchPress/v_BenchPress_g02_c03.avi,defocus
BenchPress/v_BenchPress_g02_c04.avi,salt
BenchPress/v_BenchPress_g02_c05.avi,zoom
BenchPress/v_BenchPress_g02_c06.avi,motion
BenchPress/v_BenchPress_g02_c07.avi,shot
BenchPress/v_BenchPress_g03_c01.avi,pepper
BenchPress/v_BenchPress_g03_c02.avi,motion
BenchPress/v_BenchPress_g03_c03.avi,jpeg
BenchPress/v_BenchPress_g03_c04.avi,pepper
BenchPress/v_BenchPress_g03_c05.avi,gauss
BenchPress/v_BenchPress_g03_c06.avi,rain
BenchPress/v_BenchPress_g03_c07.avi,jpeg
BenchPress/v_BenchPress_g04_c01.avi,gauss
BenchPress/v_BenchPress_g04_c02.avi,pepper
BenchPress/v_BenchPress_g04_c03.avi,shot
BenchPress/v_BenchPress_g04_c04.avi,salt
BenchPress/v_BenchPress_g04_c05.avi,defocus
BenchPress/v_BenchPress_g04_c06.avi,motion
BenchPress/v_BenchPress_g04_c07.avi,motion
BenchPress/v_BenchPress_g05_c01.avi,shot
BenchPress/v_BenchPress_g05_c02.avi,defocus
BenchPress/v_BenchPress_g05_c03.avi,gauss
BenchPress/v_BenchPress_g05_c04.avi,salt
BenchPress/v_BenchPress_g05_c05.avi,defocus
BenchPress/v_BenchPress_g05_c06.avi,gauss
BenchPress/v_BenchPress_g05_c07.avi,defocus
BenchPress/v_BenchPress_g06_c01.avi,zoom
BenchPress/v_BenchPress_g06_c02.avi,motion
BenchPress/v_BenchPress_g06_c03.avi,zoom
BenchPress/v_BenchPress_g06_c04.avi,defocus
BenchPress/v_BenchPress_g06_c05.avi,h265_abr
BenchPress/v_BenchPress_g06_c06.avi,h265_abr
BenchPress/v_BenchPress_g06_c07.avi,jpeg
BenchPress/v_BenchPress_g07_c01.avi,rain
BenchPress/v_BenchPress_g07_c02.avi,h265_abr
BenchPress/v_BenchPress_g07_c03.avi,motion
BenchPress/v_BenchPress_g07_c04.avi,salt
BenchPress/v_BenchPress_g07_c05.avi,shot
BenchPress/v_BenchPress_g07_c06.avi,zoom
BenchPress/v_BenchPress_g07_c07.avi,shot
BenchPress/v_BenchPress_g08_c01.avi,gauss
BenchPress/v_BenchPress_g08_c02.avi,contrast
BenchPress/v_BenchPress_g08_c03.avi,h265_abr
BenchPress/v_BenchPress_g08_c04.avi,jpeg
BenchPress/v_BenchPress_g08_c05.avi,gauss
BenchPress/v_BenchPress_g08_c06.avi,h265_abr
BenchPress/v_BenchPress_g08_c07.avi,impulse
BenchPress/v_BenchPress_g09_c01.avi,gauss
BenchPress/v_BenchPress_g09_c02.avi,gauss
BenchPress/v_BenchPress_g09_c03.avi,contrast
BenchPress/v_BenchPress_g09_c04.avi,motion
BenchPress/v_BenchPress_g09_c05.avi,jpeg
BenchPress/v_BenchPress_g09_c06.avi,jpeg
BenchPress/v_BenchPress_g09_c07.avi,salt
BenchPress/v_BenchPress_g10_c01.avi,gauss
BenchPress/v_BenchPress_g10_c02.avi,jpeg
BenchPress/v_BenchPress_g10_c03.avi,pepper
BenchPress/v_BenchPress_g10_c04.avi,salt
BenchPress/v_BenchPress_g11_c01.avi,pepper
BenchPress/v_BenchPress_g11_c02.avi,contrast
BenchPress/v_BenchPress_g11_c03.avi,pepper
BenchPress/v_BenchPress_g11_c04.avi,rain
BenchPress/v_BenchPress_g11_c05.avi,shot
BenchPress/v_BenchPress_g12_c01.avi,defocus
BenchPress/v_BenchPress_g12_c02.avi,pepper
BenchPress/v_BenchPress_g12_c03.avi,contrast
BenchPress/v_BenchPress_g12_c04.avi,shot
BenchPress/v_BenchPress_g12_c05.avi,contrast
BenchPress/v_BenchPress_g12_c06.avi,contrast
BenchPress/v_BenchPress_g12_c07.avi,gauss
BenchPress/v_BenchPress_g13_c01.avi,contrast
BenchPress/v_BenchPress_g13_c02.avi,pepper
BenchPress/v_BenchPress_g13_c03.avi,defocus
BenchPress/v_BenchPress_g13_c04.avi,rain
BenchPress/v_BenchPress_g13_c05.avi,contrast
BenchPress/v_BenchPress_g13_c06.avi,contrast
BenchPress/v_BenchPress_g13_c07.avi,jpeg
BenchPress/v_BenchPress_g14_c01.avi,impulse
BenchPress/v_BenchPress_g14_c02.avi,zoom
BenchPress/v_BenchPress_g14_c03.avi,shot
BenchPress/v_BenchPress_g14_c04.avi,rain
BenchPress/v_BenchPress_g14_c05.avi,h265_abr
BenchPress/v_BenchPress_g14_c06.avi,impulse
BenchPress/v_BenchPress_g14_c07.avi,shot
BenchPress/v_BenchPress_g15_c01.avi,zoom
BenchPress/v_BenchPress_g15_c02.avi,defocus
BenchPress/v_BenchPress_g15_c03.avi,salt
BenchPress/v_BenchPress_g15_c04.avi,rain
BenchPress/v_BenchPress_g15_c05.avi,rain
BenchPress/v_BenchPress_g15_c06.avi,zoom
BenchPress/v_BenchPress_g16_c01.avi,motion
BenchPress/v_BenchPress_g16_c02.avi,impulse
BenchPress/v_BenchPress_g16_c03.avi,pepper
BenchPress/v_BenchPress_g16_c04.avi,gauss
BenchPress/v_BenchPress_g16_c05.avi,motion
BenchPress/v_BenchPress_g17_c01.avi,contrast
BenchPress/v_BenchPress_g17_c02.avi,contrast
BenchPress/v_BenchPress_g17_c03.avi,pepper
BenchPress/v_BenchPress_g17_c04.avi,pepper
BenchPress/v_BenchPress_g17_c05.avi,jpeg
BenchPress/v_BenchPress_g17_c06.avi,shot
BenchPress/v_BenchPress_g17_c07.avi,jpeg
BenchPress/v_BenchPress_g18_c01.avi,zoom
BenchPress/v_BenchPress_g18_c02.avi,salt
BenchPress/v_BenchPress_g18_c03.avi,impulse
BenchPress/v_BenchPress_g18_c04.avi,pepper
BenchPress/v_BenchPress_g18_c05.avi,shot
BenchPress/v_BenchPress_g18_c06.avi,impulse
BenchPress/v_BenchPress_g18_c07.avi,zoom
BenchPress/v_BenchPress_g19_c01.avi,salt
BenchPress/v_BenchPress_g19_c02.avi,motion
BenchPress/v_BenchPress_g19_c03.avi,jpeg
BenchPress/v_BenchPress_g19_c04.avi,h265_abr
BenchPress/v_BenchPress_g19_c05.avi,zoom
BenchPress/v_BenchPress_g19_c06.avi,contrast
BenchPress/v_BenchPress_g20_c01.avi,rain
BenchPress/v_BenchPress_g20_c02.avi,jpeg
BenchPress/v_BenchPress_g20_c03.avi,gauss
BenchPress/v_BenchPress_g20_c04.avi,rain
BenchPress/v_BenchPress_g20_c05.avi,jpeg
BenchPress/v_BenchPress_g20_c06.avi,zoom
BenchPress/v_BenchPress_g20_c07.avi,rain
BenchPress/v_BenchPress_g21_c01.avi,pepper
BenchPress/v_BenchPress_g21_c02.avi,salt
BenchPress/v_BenchPress_g21_c03.avi,zoom
BenchPress/v_BenchPress_g21_c04.avi,pepper
BenchPress/v_BenchPress_g22_c01.avi,pepper
BenchPress/v_BenchPress_g22_c02.avi,h265_abr
BenchPress/v_BenchPress_g22_c03.avi,jpeg
BenchPress/v_BenchPress_g22_c04.avi,salt
BenchPress/v_BenchPress_g22_c05.avi,zoom
BenchPress/v_BenchPress_g22_c06.avi,zoom
BenchPress/v_BenchPress_g22_c07.avi,contrast
BenchPress/v_BenchPress_g23_c01.avi,shot
BenchPress/v_BenchPress_g23_c02.avi,h265_abr
BenchPress/v_BenchPress_g23_c03.avi,impulse
BenchPress/v_BenchPress_g23_c04.avi,shot
BenchPress/v_BenchPress_g23_c05.avi,rain
BenchPress/v_BenchPress_g24_c01.avi,rain
BenchPress/v_BenchPress_g24_c02.avi,zoom
BenchPress/v_BenchPress_g24_c03.avi,jpeg
BenchPress/v_BenchPress_g24_c04.avi,motion
BenchPress/v_BenchPress_g24_c05.avi,zoom
BenchPress/v_BenchPress_g24_c06.avi,gauss
BenchPress/v_BenchPress_g24_c07.avi,pepper
BenchPress/v_BenchPress_g25_c01.avi,rain
BenchPress/v_BenchPress_g25_c02.avi,defocus
BenchPress/v_BenchPress_g25_c03.avi,zoom
BenchPress/v_BenchPress_g25_c04.avi,gauss
BenchPress/v_BenchPress_g25_c05.avi,gauss
BenchPress/v_BenchPress_g25_c06.avi,impulse
BenchPress/v_BenchPress_g25_c07.avi,salt
Biking/v_Biking_g01_c01.avi,rain
Biking/v_Biking_g01_c02.avi,zoom
Biking/v_Biking_g01_c03.avi,salt
Biking/v_Biking_g01_c04.avi,h265_abr
Biking/v_Biking_g02_c01.avi,motion
Biking/v_Biking_g02_c02.avi,jpeg
Biking/v_Biking_g02_c03.avi,h265_abr
Biking/v_Biking_g02_c04.avi,defocus
Biking/v_Biking_g02_c05.avi,jpeg
Biking/v_Biking_g02_c06.avi,gauss
Biking/v_Biking_g02_c07.avi,pepper
Biking/v_Biking_g03_c01.avi,pepper
Biking/v_Biking_g03_c02.avi,h265_abr
Biking/v_Biking_g03_c03.avi,salt
Biking/v_Biking_g03_c04.avi,jpeg
Biking/v_Biking_g04_c01.avi,gauss
Biking/v_Biking_g04_c02.avi,impulse
Biking/v_Biking_g04_c03.avi,contrast
Biking/v_Biking_g04_c04.avi,jpeg
Biking/v_Biking_g04_c05.avi,salt
Biking/v_Biking_g05_c01.avi,defocus
Biking/v_Biking_g05_c02.avi,salt
Biking/v_Biking_g05_c03.avi,gauss
Biking/v_Biking_g05_c04.avi,zoom
Biking/v_Biking_g05_c05.avi,impulse
Biking/v_Biking_g05_c06.avi,gauss
Biking/v_Biking_g05_c07.avi,impulse
Biking/v_Biking_g05_c08.avi,shot
Biking/v_Biking_g05_c09.avi,rain
Biking/v_Biking_g06_c01.avi,shot
Biking/v_Biking_g06_c02.avi,rain
Biking/v_Biking_g06_c03.avi,pepper
Biking/v_Biking_g06_c04.avi,impulse
Biking/v_Biking_g06_c05.avi,jpeg
Biking/v_Biking_g07_c01.avi,defocus
Biking/v_Biking_g07_c02.avi,contrast
Biking/v_Biking_g07_c03.avi,h265_abr
Biking/v_Biking_g07_c04.avi,salt
Biking/v_Biking_g07_c05.avi,shot
Biking/v_Biking_g07_c06.avi,salt
Biking/v_Biking_g08_c01.avi,salt
Biking/v_Biking_g08_c02.avi,defocus
Biking/v_Biking_g08_c03.avi,gauss
Biking/v_Biking_g08_c04.avi,salt
Biking/v_Biking_g08_c05.avi,h265_abr
Biking/v_Biking_g08_c06.avi,impulse
Biking/v_Biking_g09_c01.avi,defocus
Biking/v_Biking_g09_c02.avi,rain
Biking/v_Biking_g09_c03.avi,h265_abr
Biking/v_Biking_g09_c04.avi,shot
Biking/v_Biking_g10_c01.avi,zoom
Biking/v_Biking_g10_c02.avi,salt
Biking/v_Biking_g10_c03.avi,h265_abr
Biking/v_Biking_g10_c04.avi,pepper
Biking/v_Biking_g10_c05.avi,defocus
Biking/v_Biking_g10_c06.avi,gauss
Biking/v_Biking_g11_c01.avi,motion
Biking/v_Biking_g11_c02.avi,shot
Biking/v_Biking_g11_c03.avi,shot
Biking/v_Biking_g11_c04.avi,motion
Biking/v_Biking_g11_c05.avi,impulse
Biking/v_Biking_g11_c06.avi,zoom
Biking/v_Biking_g12_c01.avi,shot
Biking/v_Biking_g12_c02.avi,shot
Biking/v_Biking_g12_c03.avi,gauss
Biking/v_Biking_g12_c04.avi,rain
Biking/v_Biking_g13_c01.avi,shot
Biking/v_Biking_g13_c02.avi,defocus
Biking/v_Biking_g13_c03.avi,impulse
Biking/v_Biking_g13_c04.avi,zoom
Biking/v_Biking_g13_c05.avi,pepper
